,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse,temp_air
2020-05-20 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-20 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,20.0
2020-05-21 04:00:00+00:00,0.022191434417215945,0.0004758029958389498,0.021715631421376995,0.021715631421376995,0.0,20.0
2020-05-21 04:30:00+00:00,10.120150894374682,2.2984132715683026,7.8217376228063795,7.8217376228063795,0.0,20.0
2020-05-21 05:00:00+00:00,51.106692473701024,22.183267840885136,28.923424632815887,28.923424632815887,0.0,20.0
2020-05-21 05:30:00+00:00,112.99590523547236,63.664845426037566,49.3310598094348,49.3310598094348,0.0,20.0
2020-05-21 06:00:00+00:00,185.07582573943736,119.32449261573599,65.75133312370137,65.75133312370137,0.0,20.0
2020-05-21 06:30:00+00:00,261.6901980373552,182.84940393207467,78.84079410528051,78.84079410528051,0.0,20.0
2020-05-21 07:00:00+00:00,339.46351335067953,249.96742927831667,89.49608407236286,89.49608407236286,0.0,20.0
2020-05-21 07:30:00+00:00,416.00451418705313,317.65244063536204,98.35207355169109,98.35207355169109,0.0,20.0
2020-05-21 08:00:00+00:00,489.40893915415654,383.59511938477993,105.81381976937661,105.81381976937661,0.0,20.0
2020-05-21 08:30:00+00:00,558.0632693499402,445.9302521319229,112.13301721801736,112.13301721801736,0.0,20.0
2020-05-21 09:00:00+00:00,620.5660092692362,503.101768498227,117.4642407710092,117.4642407710092,0.0,20.0
